EC_number,BinID,Enrichment,product,gene,Classification,Confidence,Tax_Level,Quality,General_Pathway
2.3.1.16,Laura1metabat.49,Laura1,3-ketoacyl-CoA thiolase,fadA_3,Hydrogenophaga,0.66,genus,High,Benzoate degradation
4.2.1.17,Laura1metabat.49,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Hydrogenophaga,0.66,genus,High,Benzoate degradation
4.2.1.17,Laura1metabat.49,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
6.2.1.25,Laura1metabat.49,Laura1,Benzoate--CoA ligase,bclA_2,Hydrogenophaga,0.66,genus,High,Benzoate degradation
6.2.1.25,Laura1metabat.49,Laura1,Benzoate--CoA ligase,bclA_2,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
1.6.5.7,Laura1metabat.49,Laura1,"2-hydroxy-1,4-benzoquinone reductase",NA,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
5.4.4.3,Laura1metabat.49,Laura1,3-hydroxylaminophenol mutase,NA,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
3.5.1.86,Laura1metabat.49,Laura1,Mandelamide hydrolase,mdlY,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
1.14.12.15,Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 2",tphA3II,Hydrogenophaga,0.66,genus,High,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1",tphA2I_1,Hydrogenophaga,0.66,genus,High,Polycyclic aromatic hydrocarbon degradation
3.1.1.24,Laura1metabat.49,Laura1,3-oxoadipate enol-lactonase 2,catD,Hydrogenophaga,0.66,genus,High,Benzoate degradation
1.14.13.24,Laura1metabat.49,Laura1,3-hydroxybenzoate 6-hydroxylase,nagX,Hydrogenophaga,0.66,genus,High,Benzoate degradation
4.2.1.3,Laura1metabat.49,Laura1,Aconitate hydratase A,acn_2,Hydrogenophaga,0.66,genus,High,Citrate cycle (TCA cycle)
4.2.1.3,Laura1metabat.49,Laura1,Aconitate hydratase B,acnB,Hydrogenophaga,0.66,genus,High,Citrate cycle (TCA cycle)
1.1.1.37,Laura1metabat.49,Laura1,Malate dehydrogenase,mdh_1,Hydrogenophaga,0.66,genus,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.49,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Hydrogenophaga,0.66,genus,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.49,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Hydrogenophaga,0.66,genus,High,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA8,echA8_3,Hydrogenophaga,0.66,genus,High,Benzoate degradation
4.2.1.17,Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA8,echA8_3,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
1.3.8.10,Laura1metabat.49,Laura1,Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,NA,Hydrogenophaga,0.66,genus,High,Benzoate degradation
1.2.4.1,Laura1metabat.49,Laura1,Pyruvate dehydrogenase E1 component,aceE_2,Hydrogenophaga,0.66,genus,High,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.49,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_3,Hydrogenophaga,0.66,genus,High,Benzoate degradation
4.2.1.17,Laura1metabat.49,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_3,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
2.3.1.9,Laura1metabat.49,Laura1,Acetyl-CoA acetyltransferase,thlA_2,Hydrogenophaga,0.66,genus,High,Benzoate degradation
3.6.1.7,Laura1metabat.49,Laura1,Acylphosphatase,acyP,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
1.2.1.67,Laura1metabat.49,Laura1,Vanillin dehydrogenase,vdh,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
1.13.11.37,Laura1metabat.49,Laura1,"Hydroxyquinol 1,2-dioxygenase",chqB,Hydrogenophaga,0.66,genus,High,Benzoate degradation
1.3.5.4,Laura1metabat.49,Laura1,Fumarate reductase flavoprotein subunit,ifcA_2,Hydrogenophaga,0.66,genus,High,Citrate cycle (TCA cycle)
1.14.12.15,Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1",tphA2I_2,Hydrogenophaga,0.66,genus,High,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 1",tphA3I_2,Hydrogenophaga,0.66,genus,High,Polycyclic aromatic hydrocarbon degradation
1.3.1.53,Laura1metabat.49,Laura1,"1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase",tphBI,Hydrogenophaga,0.66,genus,High,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, reductase component 2",tphA1II,Hydrogenophaga,0.66,genus,High,Polycyclic aromatic hydrocarbon degradation
1.14.13.24,Laura1metabat.49,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD_2,Hydrogenophaga,0.66,genus,High,Benzoate degradation
1.1.99.31,Laura1metabat.49,Laura1,(S)-mandelate dehydrogenase,mdlB,Hydrogenophaga,0.66,genus,High,Aminobenzoate degradation
4.1.1.61,Laura1metabat.5,Laura1,4-hydroxybenzoate decarboxylase subunit C,NA,Parapedobacter,0.85,genus,High,Aminobenzoate degradation
4.1.1.49,Laura1metabat.5,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
1.13.11.2,Laura1metabat.5,Laura1,"Catechol-2,3-dioxygenase",catE,Parapedobacter,0.85,genus,High,Benzoate degradation
3.6.1.7,Laura1metabat.5,Laura1,Acylphosphatase,acyP,Parapedobacter,0.85,genus,High,Aminobenzoate degradation
4.2.1.2,Laura1metabat.5,Laura1,Fumarate hydratase class II,fumC,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
2.3.1.16,Laura1metabat.5,Laura1,3-ketoacyl-CoA thiolase,fadA,Parapedobacter,0.85,genus,High,Benzoate degradation
1.1.1.35,Laura1metabat.5,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Parapedobacter,0.85,genus,High,Benzoate degradation
1.8.1.4,Laura1metabat.5,Laura1,Dihydrolipoyl dehydrogenase,NA,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.5,Laura1,Dihydrolipoyl dehydrogenase,lpd,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.5,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.5,Laura1,Acetyl-CoA acetyltransferase,thlA,Parapedobacter,0.85,genus,High,Benzoate degradation
2.3.1.12,Laura1metabat.5,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
3.1.1.24,Laura1metabat.5,Laura1,3-oxoadipate enol-lactonase 2,catD,Parapedobacter,0.85,genus,High,Benzoate degradation
1.1.1.42,Laura1metabat.5,Laura1,Isocitrate dehydrogenase [NADP],icd,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
1.1.1.37,Laura1metabat.5,Laura1,Malate dehydrogenase,mdh,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
6.4.1.1,Laura1metabat.5,Laura1,Pyruvate carboxylase,pycA,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.5,Laura1,putative enoyl-CoA hydratase echA8,echA8,Parapedobacter,0.85,genus,High,Benzoate degradation
4.2.1.17,Laura1metabat.5,Laura1,putative enoyl-CoA hydratase echA8,echA8,Parapedobacter,0.85,genus,High,Aminobenzoate degradation
1.3.5.4,Laura1metabat.5,Laura1,Fumarate reductase flavoprotein subunit,frdA,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.5,Laura1,Fumarate reductase iron-sulfur subunit,frdB,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.5,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
1.6.5.7,Laura1metabat.5,Laura1,"2-hydroxy-1,4-benzoquinone reductase",NA,Parapedobacter,0.85,genus,High,Aminobenzoate degradation
1.1.1.157,Laura1metabat.5,Laura1,3-hydroxybutyryl-CoA dehydrogenase,fadB2,Parapedobacter,0.85,genus,High,Benzoate degradation
1.1.5.4,Laura1metabat.5,Laura1,Malate:quinone oxidoreductase,mqo,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
1.2.4.2,Laura1metabat.5,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.5,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
4.2.1.3,Laura1metabat.5,Laura1,Aconitate hydratase A,acn,Parapedobacter,0.85,genus,High,Citrate cycle (TCA cycle)
1.1.1.157,Laura1metabat.5,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Parapedobacter,0.85,genus,High,Benzoate degradation
2.3.1.12,Laura1metabat.50,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.50,Laura1,Pyruvate dehydrogenase E1 component subunit beta,pdhB,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.50,Laura1,Pyruvate dehydrogenase E1 component subunit alpha,pdhA,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.50,Laura1,Acetyl-CoA acetyltransferase,thlA,Legionella,0.55,genus,High,Benzoate degradation
4.2.1.17,Laura1metabat.50,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Legionella,0.55,genus,High,Benzoate degradation
4.2.1.17,Laura1metabat.50,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Legionella,0.55,genus,High,Aminobenzoate degradation
1.14.12.15,Laura1metabat.50,Laura1,"Terephthalate 1,2-dioxygenase, reductase component 1",tphA1I,Legionella,0.55,genus,High,Polycyclic aromatic hydrocarbon degradation
4.2.1.2,Laura1metabat.50,Laura1,Fumarate hydratase class II,fumC,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
4.1.3.39,Laura1metabat.50,Laura1,4-hydroxy-2-oxovalerate aldolase,NA,Legionella,0.55,genus,High,Benzoate degradation
6.2.1.5,Laura1metabat.50,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.50,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.50,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.2.4.2,Laura1metabat.50,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.50,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.50,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.50,Laura1,Pyruvate dehydrogenase E1 component,aceE,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
2.3.1.12,Laura1metabat.50,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,aceF,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
2.3.1.174,Laura1metabat.50,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF,Legionella,0.55,genus,High,Benzoate degradation
1.1.1.37,Laura1metabat.50,Laura1,Malate dehydrogenase,mdh,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
3.1.1.24,Laura1metabat.50,Laura1,3-oxoadipate enol-lactonase 2,catD,Legionella,0.55,genus,High,Benzoate degradation
1.1.1.42,Laura1metabat.50,Laura1,Isocitrate dehydrogenase [NADP],icd,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.1.1.35,Laura1metabat.50,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Legionella,0.55,genus,High,Benzoate degradation
1.2.7.3,Laura1metabat.50,Laura1,2-oxoglutarate oxidoreductase subunit KorB,korB,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.2.7.3,Laura1metabat.50,Laura1,2-oxoglutarate oxidoreductase subunit KorA,korA,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.50,Laura1,Dihydrolipoyl dehydrogenase,lpdA,Legionella,0.55,genus,High,Citrate cycle (TCA cycle)
1.14.12.7,Laura1metabat.51,Laura1,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3,Rhodococcus,0.85,genus,Low,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Laura1metabat.51,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1",tphA2I,Rhodococcus,0.85,genus,Low,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Laura1metabat.51,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 1",tphA3I,Rhodococcus,0.85,genus,Low,Polycyclic aromatic hydrocarbon degradation
1.3.1.53,Laura1metabat.51,Laura1,"1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase",tphBI,Rhodococcus,0.85,genus,Low,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Laura1metabat.51,Laura1,"Terephthalate 1,2-dioxygenase, reductase component 1",tphA1I,Rhodococcus,0.85,genus,Low,Polycyclic aromatic hydrocarbon degradation
1.3.8.10,Laura1metabat.51,Laura1,Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,NA,Rhodococcus,0.85,genus,Low,Benzoate degradation
4.2.1.17,Laura1metabat.51,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Rhodococcus,0.85,genus,Low,Benzoate degradation
4.2.1.17,Laura1metabat.51,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Rhodococcus,0.85,genus,Low,Aminobenzoate degradation
4.2.1.84,Laura1metabat.51,Laura1,Low-molecular weight cobalt-containing nitrile hydratase subunit beta,NA,Rhodococcus,0.85,genus,Low,Aminobenzoate degradation
4.2.1.84,Laura1metabat.51,Laura1,Low-molecular weight cobalt-containing nitrile hydratase subunit alpha,NA,Rhodococcus,0.85,genus,Low,Aminobenzoate degradation
3.5.1.4,Laura1metabat.51,Laura1,Enantioselective amidase,amdA,Rhodococcus,0.85,genus,Low,Aminobenzoate degradation
4.2.1.3,Laura1metabat.52,Laura1,Aconitate hydratase A,acnA,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
6.4.1.1,Laura1metabat.52,Laura1,Pyruvate carboxylase,pycA,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.52,Laura1,Acetyl-CoA acetyltransferase,mmgA,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
2.3.1.9,Laura1metabat.52,Laura1,Acetyl-CoA acetyltransferase,phaA,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
2.3.1.12,Laura1metabat.52,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
4.2.1.2,Laura1metabat.52,Laura1,Fumarate hydratase class II,fumC,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
1.14.13.24,Laura1metabat.52,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
1.3.5.1,Laura1metabat.52,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.52,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
1.1.1.37,Laura1metabat.52,Laura1,Malate dehydrogenase,mdh,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.52,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_1,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.52,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_1,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
1.2.4.2,Laura1metabat.52,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.52,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.52,Laura1,Dihydrolipoyl dehydrogenase 3,lpd3,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
2.3.1.174,Laura1metabat.52,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
2.8.3.6,Laura1metabat.52,Laura1,3-oxoadipate CoA-transferase subunit B,pcaJ,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
2.8.3.6,Laura1metabat.52,Laura1,3-oxoadipate CoA-transferase subunit A,pcaI,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Rhodobacter sp. SGA-6-6,0.61,species,High,Aminobenzoate degradation
4.1.1.49,Laura1metabat.52,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
1.1.1.157,Laura1metabat.52,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Rhodobacter sp. SGA-6-6,0.61,species,High,Aminobenzoate degradation
3.1.1.24,Laura1metabat.52,Laura1,3-oxoadipate enol-lactonase 2,catD,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
6.2.1.5,Laura1metabat.52,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_2,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.52,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_2,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
2.3.1.16,Laura1metabat.52,Laura1,Beta-ketothiolase BktB,bktB,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Rhodobacter sp. SGA-6-6,0.61,species,High,Aminobenzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Rhodobacter sp. SGA-6-6,0.61,species,High,Aminobenzoate degradation
6.2.1.25,Laura1metabat.52,Laura1,Benzoate--CoA ligase,bclA_1,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
6.2.1.25,Laura1metabat.52,Laura1,Benzoate--CoA ligase,bclA_1,Rhodobacter sp. SGA-6-6,0.61,species,High,Aminobenzoate degradation
1.1.1.42,Laura1metabat.52,Laura1,Isocitrate dehydrogenase [NADP],icd,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.52,Laura1,Dihydrolipoyl dehydrogenase,lpd,Rhodobacter sp. SGA-6-6,0.61,species,High,Citrate cycle (TCA cycle)
6.2.1.25,Laura1metabat.52,Laura1,Benzoate--CoA ligase,bclA_2,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
6.2.1.25,Laura1metabat.52,Laura1,Benzoate--CoA ligase,bclA_2,Rhodobacter sp. SGA-6-6,0.61,species,High,Aminobenzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,putative enoyl-CoA hydratase echA12,NA,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.52,Laura1,putative enoyl-CoA hydratase echA12,NA,Rhodobacter sp. SGA-6-6,0.61,species,High,Aminobenzoate degradation
2.3.1.174,Laura1metabat.52,Laura1,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",paaJ,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
5.5.1.1,Laura1metabat.52,Laura1,Muconate cycloisomerase 1,catB,Rhodobacter sp. SGA-6-6,0.61,species,High,Benzoate degradation
1.13.11.2,Laura1metabat.53,Laura1,"Catechol-2,3-dioxygenase",catE,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
3.5.1.4,Laura1metabat.53,Laura1,Putative amidase AmiC,amiC,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
4.2.1.80,Laura1metabat.53,Laura1,2-keto-4-pentenoate hydratase,mhpD_1,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,Enoyl-CoA-hydratase,dpgD_1,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,Enoyl-CoA-hydratase,dpgD_1,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
4.2.1.80,Laura1metabat.53,Laura1,2-keto-4-pentenoate hydratase,mhpD_2,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
2.3.1.16,Laura1metabat.53,Laura1,3-ketoacyl-CoA thiolase,fadA_1,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
3.1.1.24,Laura1metabat.53,Laura1,3-oxoadipate enol-lactonase 2,catD_1,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
1.14.12.7,Laura1metabat.53,Laura1,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3,Mesorhizobium sediminum,0.37,species,Medium,Polycyclic aromatic hydrocarbon degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase 1,NA,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase 1,NA,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
1.8.1.4,Laura1metabat.53,Laura1,Dihydrolipoyl dehydrogenase,lpdV,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
1.1.1.157,Laura1metabat.53,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
1.1.99.31,Laura1metabat.53,Laura1,(S)-mandelate dehydrogenase,mdlB_1,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
4.2.1.3,Laura1metabat.53,Laura1,Aconitate hydratase A,acnA,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
2.3.1.12,Laura1metabat.53,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system,acoC,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
4.2.1.2,Laura1metabat.53,Laura1,Fumarate hydratase class II,fumC,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.53,Laura1,Dihydrolipoyl dehydrogenase 3,lpd3,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.53,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
1.2.4.2,Laura1metabat.53,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.53,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.53,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
1.1.1.37,Laura1metabat.53,Laura1,Malate dehydrogenase,mdh,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
